remark: cnn.cpp:919:20: Loop 'VITIS_LOOP_919_7' is marked as complete unroll implied by the pipeline pragma
remark: cnn.cpp:922:29: Loop 'VITIS_LOOP_922_8' is marked as complete unroll implied by the pipeline pragma
remark: cnn.cpp:926:31: Loop 'VITIS_LOOP_926_9' is marked as complete unroll implied by the pipeline pragma
remark: cnn.cpp:927:34: Loop 'VITIS_LOOP_927_10' is marked as complete unroll implied by the pipeline pragma
remark: cnn.cpp:948:32: Loop 'VITIS_LOOP_948_11' is marked as complete unroll implied by the pipeline pragma
remark: cnn.cpp:950:21: Loop 'VITIS_LOOP_950_12' is marked as complete unroll implied by the pipeline pragma
remark: cnn.cpp:955:32: Loop 'VITIS_LOOP_955_13' is marked as complete unroll implied by the pipeline pragma
remark: cnn.cpp:960:34: Loop 'VITIS_LOOP_960_14' is marked as complete unroll implied by the pipeline pragma
remark: cnn.cpp:866:0: Unrolling loop 'VITIS_LOOP_960_14' (cnn.cpp:960:34) in function 'cnn' completely with a factor of 2
remark: /tools/Xilinx/Vitis_HLS/2023.2/tps/lnx64/gcc-8.3.0/lib/gcc/x86_64-pc-linux-gnu/8.3.0/../../../../include/c++/8.3.0/array:186:0: Inlining function 'std::__array_traits<float, 1ul>::_S_ref(float const (&) [1], unsigned long)' into 'std::array<float, 1ul>::operator[](unsigned long)'
remark: cnn.cpp:738:0: Inlining function 'std::array<float, 1ul>::operator[](unsigned long)' into 'load_weight_S0(float (*) [256][5][5], hls::vector<float, 1ul>*, int)'
remark: /tools/Xilinx/Vitis_HLS/2023.2/tps/lnx64/gcc-8.3.0/lib/gcc/x86_64-pc-linux-gnu/8.3.0/../../../../include/c++/8.3.0/array:186:0: Inlining function 'std::__array_traits<float, 16ul>::_S_ref(float const (&) [16], unsigned long)' into 'std::array<float, 16ul>::operator[](unsigned long)'
remark: cnn.cpp:671:0: Inlining function 'std::array<float, 16ul>::operator[](unsigned long)' into 'load_output_S0(float (*) [224][224], hls::vector<float, 16ul>*, int)'
remark: /tools/Xilinx/Vitis_HLS/2023.2/tps/lnx64/gcc-8.3.0/lib/gcc/x86_64-pc-linux-gnu/8.3.0/../../../../include/c++/8.3.0/array:186:0: Inlining function 'std::__array_traits<float, 4ul>::_S_ref(float const (&) [4], unsigned long)' into 'std::array<float, 4ul>::operator[](unsigned long)'
remark: cnn.cpp:612:0: Inlining function 'std::array<float, 4ul>::operator[](unsigned long)' into 'load_input_S0(float (*) [228][228], hls::vector<float, 4ul>*, int)'
remark: cnn.cpp:794:0: Inlining function 'std::array<float, 16ul>::operator[](unsigned long)' into 'store_output_S0(float (*) [224][224], hls::vector<float, 16ul>*, int)'
remark: cnn.cpp:870:9: Applying array_partition to 'window': Complete partitioning on dimension 1. Complete partitioning on dimension 2.
remark: cnn.cpp:1018:8: Applying array_partition to 'input': Complete partitioning on dimension 1. Cyclic partitioning with factor 5 on dimension 2. Cyclic partitioning with factor 5 on dimension 3.
remark: cnn.cpp:1019:9: Applying array_partition to 'output': Complete partitioning on dimension 1. Cyclic partitioning with factor 2 on dimension 3.
remark: cnn.cpp:1020:9: Applying array_partition to 'weight': Complete partitioning on dimension 1. Complete partitioning on dimension 3. Complete partitioning on dimension 4.
remark: <unknown>:0:0: Aggregating maxi variable 'vinput' with compact=none mode in 128-bits
remark: <unknown>:0:0: Aggregating maxi variable 'vweight' with compact=none mode in 32-bits
remark: <unknown>:0:0: Aggregating maxi variable 'voutput' with compact=none mode in 512-bits
remark: cnn.cpp:750:20: Sequential read of length 102400 has been inferred _XLX_SEP_ scevgepseqvweight kernel_weight VITIS_LOOP_750_1 cnn.cpp:750:20 load_weight_S0(float (*) [256][5][5], hls::vector<float, 1ul>*, int)  _XLX_SEP_ loadreadfor.inc.load.407
remark: cnn.cpp:681:20: Sequential read of length 50176 has been inferred _XLX_SEP_ scevgepseqvoutput kernel_output VITIS_LOOP_681_1 cnn.cpp:681:20 load_output_S0(float (*) [224][224], hls::vector<float, 16ul>*, int)  _XLX_SEP_ loadreadfor.inc.load.41
remark: cnn.cpp:627:23: Sequential read of length 12996 has been inferred _XLX_SEP_ scevgepseqvinput kernel_input VITIS_LOOP_627_2 cnn.cpp:627:23 load_input_S0(float (*) [228][228], hls::vector<float, 4ul>*, int)  _XLX_SEP_ loadreadfor.inc.load.38
remark: cnn.cpp:804:20: Sequential write of length 50176 has been inferred _XLX_SEP_ scevgepseqvoutput kernel_output VITIS_LOOP_804_1 cnn.cpp:804:20 store_output_S0(float (*) [224][224], hls::vector<float, 16ul>*, int)  _XLX_SEP_ storewritefor.inc.store.583
remark: cnn.cpp:750:20: Could not widen since type i32 size is greater than or equal to alignment 1(bytes) _XLX_SEP_ callreadscevgepseqvweight kernel_weight VITIS_LOOP_753_4 cnn.cpp:753:27 load_weight_S0(float (*) [256][5][5], hls::vector<float, 1ul>*, int) 
remark: cnn.cpp:681:20: Could not widen since type i512 size is greater than or equal to the max_widen_bitwidth threshold of 512 _XLX_SEP_ callreadscevgepseqvoutput kernel_output VITIS_LOOP_683_3 cnn.cpp:683:25 load_output_S0(float (*) [224][224], hls::vector<float, 16ul>*, int) 
remark: cnn.cpp:627:23: Could not widen since type i128 size is greater than or equal to alignment 16(bytes) _XLX_SEP_ callreadscevgepseqvinput kernel_input VITIS_LOOP_628_3 cnn.cpp:628:25 load_input_S0(float (*) [228][228], hls::vector<float, 4ul>*, int) 
remark: cnn.cpp:804:20: Could not widen since type i512 size is greater than or equal to the max_widen_bitwidth threshold of 512 _XLX_SEP_ callwritescevgepseqvoutput kernel_output VITIS_LOOP_806_3 cnn.cpp:806:25 store_output_S0(float (*) [224][224], hls::vector<float, 16ul>*, int) 
remark: automatically set the pipeline for Loop< VITIS_LOOP_903_5> at cnn.cpp:903:31 
remark: cnn.cpp:750:20: Multiple burst reads of length 102400 and bit width 32 has been inferred. These burst requests might be further partitioned into multiple requests during RTL generation, based on max_read_burst_length or max_write_burst_length settings. _XLX_SEP_ seq kernel_weight VITIS_LOOP_750_1 cnn.cpp:750:20 load_weight_S0(float (*) [256][5][5], hls::vector<float, 1ul>*, int) (.1) 
remark: cnn.cpp:750:20: Multiple burst reads of length 102400 and bit width 32 in loop 'VITIS_LOOP_750_1'(cnn.cpp:750:20) has been inferred on bundle 'kernel_weight'. These burst requests might be further partitioned into multiple requests during RTL generation, based on max_read_burst_length or max_write_burst_length settings.
remark: cnn.cpp:681:20: Multiple burst reads of length 50176 and bit width 512 has been inferred. These burst requests might be further partitioned into multiple requests during RTL generation, based on max_read_burst_length or max_write_burst_length settings. _XLX_SEP_ seq kernel_output VITIS_LOOP_681_1 cnn.cpp:681:20 load_output_S0(float (*) [224][224], hls::vector<float, 16ul>*, int) (.1) 
remark: cnn.cpp:681:20: Multiple burst reads of length 50176 and bit width 512 in loop 'VITIS_LOOP_681_1'(cnn.cpp:681:20) has been inferred on bundle 'kernel_output'. These burst requests might be further partitioned into multiple requests during RTL generation, based on max_read_burst_length or max_write_burst_length settings.
remark: cnn.cpp:627:23: Multiple burst reads of length 12996 and bit width 128 has been inferred. These burst requests might be further partitioned into multiple requests during RTL generation, based on max_read_burst_length or max_write_burst_length settings. _XLX_SEP_ seq kernel_input VITIS_LOOP_627_2 cnn.cpp:627:23 load_input_S0(float (*) [228][228], hls::vector<float, 4ul>*, int) (.1) 
remark: cnn.cpp:627:23: Multiple burst reads of length 12996 and bit width 128 in loop 'VITIS_LOOP_627_2'(cnn.cpp:627:23) has been inferred on bundle 'kernel_input'. These burst requests might be further partitioned into multiple requests during RTL generation, based on max_read_burst_length or max_write_burst_length settings.
remark: cnn.cpp:804:20: Multiple burst writes of length 50176 and bit width 512 has been inferred. These burst requests might be further partitioned into multiple requests during RTL generation, based on max_read_burst_length or max_write_burst_length settings. _XLX_SEP_ seq kernel_output VITIS_LOOP_804_1 cnn.cpp:804:20 store_output_S0(float (*) [224][224], hls::vector<float, 16ul>*, int) (.1) 
remark: cnn.cpp:804:20: Multiple burst writes of length 50176 and bit width 512 in loop 'VITIS_LOOP_804_1'(cnn.cpp:804:20) has been inferred on bundle 'kernel_output'. These burst requests might be further partitioned into multiple requests during RTL generation, based on max_read_burst_length or max_write_burst_length settings.
===-------------------------------------------------------------------------===
                         Miscellaneous Ungrouped Timers
===-------------------------------------------------------------------------===

   ---User Time---   --System Time--   --User+System--   ---Wall Time---  --- Name ---
  11.8708 (100.0%)   0.3516 (100.0%)  12.2223 (100.0%)  12.2226 (100.0%)  Code Generation Time
  11.8708 (100.0%)   0.3516 (100.0%)  12.2223 (100.0%)  12.2226 (100.0%)  Total

===-------------------------------------------------------------------------===
                      ... Pass execution timing report ...
===-------------------------------------------------------------------------===
  Total Execution Time: 12.2010 seconds (12.2001 wall clock)

   ---User Time---   --System Time--   --User+System--   ---Wall Time---  --- Name ---
   0.7485 (  6.3%)   0.0000 (  0.0%)   0.7485 (  6.1%)   0.7485 (  6.1%)  LoopDepAnalysis - Reflow Loop Dependence Annotation
   0.6072 (  5.1%)   0.0000 (  0.0%)   0.6072 (  5.0%)   0.6073 (  5.0%)  Global Value Numbering
   0.5970 (  5.0%)   0.0000 (  0.0%)   0.5970 (  4.9%)   0.5970 (  4.9%)  Global Value Numbering
   0.5801 (  4.9%)   0.0000 (  0.0%)   0.5801 (  4.8%)   0.5802 (  4.8%)  Global Value Numbering
   0.4619 (  3.9%)   0.0000 (  0.0%)   0.4619 (  3.8%)   0.4618 (  3.8%)  Global Value Numbering
   0.2957 (  2.5%)   0.0440 ( 12.8%)   0.3397 (  2.8%)   0.3397 (  2.8%)  ArrayPartition - Partition Arrays into Banks
   0.2042 (  1.7%)   0.0000 (  0.0%)   0.2042 (  1.7%)   0.2042 (  1.7%)  Loop Invariant Code Motion
   0.1791 (  1.5%)   0.0074 (  2.1%)   0.1865 (  1.5%)   0.1865 (  1.5%)  Reflow pragma unroll loops
   0.1801 (  1.5%)   0.0000 (  0.0%)   0.1801 (  1.5%)   0.1801 (  1.5%)  Generate HLS compatible IR
   0.0936 (  0.8%)   0.0401 ( 11.7%)   0.1337 (  1.1%)   0.1337 (  1.1%)  Automatic array partition transformation
   0.1108 (  0.9%)   0.0005 (  0.1%)   0.1113 (  0.9%)   0.1113 (  0.9%)  Global Value Numbering
   0.1086 (  0.9%)   0.0000 (  0.0%)   0.1086 (  0.9%)   0.1086 (  0.9%)  Global Value Numbering
   0.1062 (  0.9%)   0.0000 (  0.0%)   0.1062 (  0.9%)   0.1062 (  0.9%)  Global Value Numbering
   0.1054 (  0.9%)   0.0004 (  0.1%)   0.1058 (  0.9%)   0.1058 (  0.9%)  Global Value Numbering
   0.1041 (  0.9%)   0.0000 (  0.0%)   0.1041 (  0.9%)   0.1041 (  0.9%)  Global Value Numbering
   0.1029 (  0.9%)   0.0003 (  0.1%)   0.1033 (  0.8%)   0.1033 (  0.8%)  Global Value Numbering
   0.1032 (  0.9%)   0.0000 (  0.0%)   0.1032 (  0.8%)   0.1032 (  0.8%)  Global Value Numbering
   0.1028 (  0.9%)   0.0000 (  0.0%)   0.1028 (  0.8%)   0.1028 (  0.8%)  Global Value Numbering
   0.1013 (  0.9%)   0.0000 (  0.0%)   0.1013 (  0.8%)   0.1013 (  0.8%)  Global Value Numbering
   0.0998 (  0.8%)   0.0006 (  0.2%)   0.1003 (  0.8%)   0.1003 (  0.8%)  Global Value Numbering
   0.0993 (  0.8%)   0.0000 (  0.0%)   0.0993 (  0.8%)   0.0993 (  0.8%)  Global Value Numbering
   0.0989 (  0.8%)   0.0002 (  0.1%)   0.0991 (  0.8%)   0.0991 (  0.8%)  Global Value Numbering
   0.0990 (  0.8%)   0.0000 (  0.0%)   0.0990 (  0.8%)   0.0990 (  0.8%)  Global Value Numbering
   0.0986 (  0.8%)   0.0000 (  0.0%)   0.0986 (  0.8%)   0.0986 (  0.8%)  Global Value Numbering
   0.0986 (  0.8%)   0.0000 (  0.0%)   0.0986 (  0.8%)   0.0986 (  0.8%)  Global Value Numbering
   0.0976 (  0.8%)   0.0000 (  0.0%)   0.0976 (  0.8%)   0.0976 (  0.8%)  Global Value Numbering
   0.0976 (  0.8%)   0.0000 (  0.0%)   0.0976 (  0.8%)   0.0976 (  0.8%)  Global Value Numbering
   0.0976 (  0.8%)   0.0000 (  0.0%)   0.0976 (  0.8%)   0.0976 (  0.8%)  Global Value Numbering
   0.0972 (  0.8%)   0.0003 (  0.1%)   0.0975 (  0.8%)   0.0975 (  0.8%)  Global Value Numbering
   0.0973 (  0.8%)   0.0003 (  0.1%)   0.0975 (  0.8%)   0.0975 (  0.8%)  Global Value Numbering
   0.0974 (  0.8%)   0.0000 (  0.0%)   0.0974 (  0.8%)   0.0974 (  0.8%)  Global Value Numbering
   0.0973 (  0.8%)   0.0000 (  0.0%)   0.0973 (  0.8%)   0.0973 (  0.8%)  Global Value Numbering
   0.0971 (  0.8%)   0.0001 (  0.0%)   0.0971 (  0.8%)   0.0971 (  0.8%)  Global Value Numbering
   0.0963 (  0.8%)   0.0003 (  0.1%)   0.0966 (  0.8%)   0.0966 (  0.8%)  Global Value Numbering
   0.0963 (  0.8%)   0.0000 (  0.0%)   0.0963 (  0.8%)   0.0963 (  0.8%)  Global Value Numbering
   0.0961 (  0.8%)   0.0000 (  0.0%)   0.0961 (  0.8%)   0.0961 (  0.8%)  Global Value Numbering
   0.0957 (  0.8%)   0.0000 (  0.0%)   0.0957 (  0.8%)   0.0957 (  0.8%)  Global Value Numbering
   0.0956 (  0.8%)   0.0000 (  0.0%)   0.0956 (  0.8%)   0.0956 (  0.8%)  Global Value Numbering
   0.0954 (  0.8%)   0.0000 (  0.0%)   0.0954 (  0.8%)   0.0954 (  0.8%)  Global Value Numbering
   0.0954 (  0.8%)   0.0000 (  0.0%)   0.0954 (  0.8%)   0.0954 (  0.8%)  Global Value Numbering
   0.0948 (  0.8%)   0.0000 (  0.0%)   0.0948 (  0.8%)   0.0948 (  0.8%)  Global Value Numbering
   0.0948 (  0.8%)   0.0000 (  0.0%)   0.0948 (  0.8%)   0.0948 (  0.8%)  Global Value Numbering
   0.0910 (  0.8%)   0.0038 (  1.1%)   0.0948 (  0.8%)   0.0948 (  0.8%)  Global Value Numbering
   0.0885 (  0.7%)   0.0029 (  0.8%)   0.0914 (  0.7%)   0.0914 (  0.7%)  Global Value Numbering
   0.0912 (  0.8%)   0.0000 (  0.0%)   0.0912 (  0.7%)   0.0912 (  0.7%)  Global Value Numbering
   0.0909 (  0.8%)   0.0000 (  0.0%)   0.0909 (  0.7%)   0.0909 (  0.7%)  Global Value Numbering
   0.0544 (  0.5%)   0.0318 (  9.3%)   0.0862 (  0.7%)   0.0862 (  0.7%)  Auto automatic array partition analysis
   0.0458 (  0.4%)   0.0400 ( 11.7%)   0.0858 (  0.7%)   0.0858 (  0.7%)  Auto automatic array partition analysis
   0.0334 (  0.3%)   0.0519 ( 15.1%)   0.0852 (  0.7%)   0.0852 (  0.7%)  Auto automatic array partition analysis
   0.0816 (  0.7%)   0.0000 (  0.0%)   0.0816 (  0.7%)   0.0816 (  0.7%)  Memory Summary
   0.0788 (  0.7%)   0.0000 (  0.0%)   0.0788 (  0.6%)   0.0788 (  0.6%)  Memory Summary
   0.0218 (  0.2%)   0.0554 ( 16.2%)   0.0772 (  0.6%)   0.0772 (  0.6%)  Auto automatic array partition analysis
   0.0761 (  0.6%)   0.0000 (  0.0%)   0.0761 (  0.6%)   0.0761 (  0.6%)  AlignMemory - Align memory accesses
   0.0759 (  0.6%)   0.0000 (  0.0%)   0.0759 (  0.6%)   0.0759 (  0.6%)  Loop Invariant Code Motion
   0.0737 (  0.6%)   0.0000 (  0.0%)   0.0737 (  0.6%)   0.0737 (  0.6%)  AlignMemory - Align memory accesses
   0.0729 (  0.6%)   0.0000 (  0.0%)   0.0729 (  0.6%)   0.0729 (  0.6%)  LoopDepAnalysis - Reflow Loop Dependence Annotation
   0.0722 (  0.6%)   0.0000 (  0.0%)   0.0722 (  0.6%)   0.0722 (  0.6%)  AlignMemory - Align memory accesses
   0.0705 (  0.6%)   0.0000 (  0.0%)   0.0705 (  0.6%)   0.0705 (  0.6%)  AlignMemory - Align memory accesses
   0.0579 (  0.5%)   0.0002 (  0.1%)   0.0581 (  0.5%)   0.0581 (  0.5%)  Loop Load Elimination
   0.0575 (  0.5%)   0.0000 (  0.0%)   0.0575 (  0.5%)   0.0575 (  0.5%)  Lower intermediate type generated by HLSGen
   0.0491 (  0.4%)   0.0000 (  0.0%)   0.0491 (  0.4%)   0.0491 (  0.4%)  Induction Variable Simplification
   0.0486 (  0.4%)   0.0000 (  0.0%)   0.0486 (  0.4%)   0.0486 (  0.4%)  Analyze sequential accesses
   0.0445 (  0.4%)   0.0000 (  0.0%)   0.0445 (  0.4%)   0.0445 (  0.4%)  Memory SSA
   0.0430 (  0.4%)   0.0001 (  0.0%)   0.0430 (  0.4%)   0.0430 (  0.4%)  Memory SSA
   0.0426 (  0.4%)   0.0004 (  0.1%)   0.0430 (  0.4%)   0.0430 (  0.4%)  Memory SSA
   0.0429 (  0.4%)   0.0000 (  0.0%)   0.0429 (  0.4%)   0.0429 (  0.4%)  Memory SSA
   0.0428 (  0.4%)   0.0000 (  0.0%)   0.0428 (  0.4%)   0.0428 (  0.4%)  Memory SSA
   0.0428 (  0.4%)   0.0000 (  0.0%)   0.0428 (  0.4%)   0.0428 (  0.4%)  Memory SSA
   0.0426 (  0.4%)   0.0000 (  0.0%)   0.0426 (  0.3%)   0.0426 (  0.3%)  Memory SSA
   0.0419 (  0.4%)   0.0007 (  0.2%)   0.0426 (  0.3%)   0.0426 (  0.3%)  Induction Variable Simplification
   0.0421 (  0.4%)   0.0000 (  0.0%)   0.0421 (  0.3%)   0.0421 (  0.3%)  Memory SSA
   0.0421 (  0.4%)   0.0000 (  0.0%)   0.0421 (  0.3%)   0.0421 (  0.3%)  Memory SSA
   0.0421 (  0.4%)   0.0000 (  0.0%)   0.0421 (  0.3%)   0.0420 (  0.3%)  Memory SSA
   0.0419 (  0.4%)   0.0000 (  0.0%)   0.0419 (  0.3%)   0.0419 (  0.3%)  Memory SSA
   0.0416 (  0.4%)   0.0000 (  0.0%)   0.0416 (  0.3%)   0.0416 (  0.3%)  Memory SSA
   0.0415 (  0.3%)   0.0000 (  0.0%)   0.0415 (  0.3%)   0.0415 (  0.3%)  Memory SSA
   0.0412 (  0.3%)   0.0000 (  0.0%)   0.0412 (  0.3%)   0.0412 (  0.3%)  Memory SSA
   0.0409 (  0.3%)   0.0000 (  0.0%)   0.0409 (  0.3%)   0.0409 (  0.3%)  Induction Variable Simplification
   0.0389 (  0.3%)   0.0000 (  0.0%)   0.0389 (  0.3%)   0.0389 (  0.3%)  Induction Variable Simplification
   0.0385 (  0.3%)   0.0001 (  0.0%)   0.0387 (  0.3%)   0.0387 (  0.3%)  Merge accesses
   0.0387 (  0.3%)   0.0000 (  0.0%)   0.0387 (  0.3%)   0.0387 (  0.3%)  Automatically infer occurrence information
   0.0364 (  0.3%)   0.0004 (  0.1%)   0.0367 (  0.3%)   0.0367 (  0.3%)  Merge accesses
   0.0350 (  0.3%)   0.0000 (  0.0%)   0.0350 (  0.3%)   0.0350 (  0.3%)  Merge accesses
   0.0349 (  0.3%)   0.0000 (  0.0%)   0.0349 (  0.3%)   0.0349 (  0.3%)  Merge accesses
   0.0306 (  0.3%)   0.0039 (  1.1%)   0.0345 (  0.3%)   0.0344 (  0.3%)  PredicateAnalyzer - Predidate Analysis
   0.0330 (  0.3%)   0.0000 (  0.0%)   0.0330 (  0.3%)   0.0330 (  0.3%)  Dead Store Elimination
   0.0325 (  0.3%)   0.0000 (  0.0%)   0.0325 (  0.3%)   0.0325 (  0.3%)  Dead Store Elimination
   0.0322 (  0.3%)   0.0000 (  0.0%)   0.0322 (  0.3%)   0.0322 (  0.3%)  Dead Store Elimination
   0.0306 (  0.3%)   0.0000 (  0.0%)   0.0306 (  0.3%)   0.0306 (  0.3%)  PredicateAnalyzer - Predidate Analysis
   0.0293 (  0.2%)   0.0000 (  0.0%)   0.0293 (  0.2%)   0.0293 (  0.2%)  Detach IR Wrapper
   0.0249 (  0.2%)   0.0000 (  0.0%)   0.0249 (  0.2%)   0.0249 (  0.2%)  Induction Variable Simplification
   0.0247 (  0.2%)   0.0000 (  0.0%)   0.0247 (  0.2%)   0.0247 (  0.2%)  Synthesis checker
   0.0233 (  0.2%)   0.0002 (  0.1%)   0.0235 (  0.2%)   0.0235 (  0.2%)  Dead Store Elimination
   0.0233 (  0.2%)   0.0000 (  0.0%)   0.0233 (  0.2%)   0.0233 (  0.2%)  Induction Variable Simplification
   0.0225 (  0.2%)   0.0000 (  0.0%)   0.0225 (  0.2%)   0.0225 (  0.2%)  LegacyShiftRegisterRecognize - Recognize shift registers and memory
   0.0208 (  0.2%)   0.0000 (  0.0%)   0.0208 (  0.2%)   0.0208 (  0.2%)  Bitcode for HLS
   0.0204 (  0.2%)   0.0000 (  0.0%)   0.0204 (  0.2%)   0.0204 (  0.2%)  Array out of bound check
   0.0202 (  0.2%)   0.0000 (  0.0%)   0.0202 (  0.2%)   0.0202 (  0.2%)  Array out of bound check
   0.0201 (  0.2%)   0.0000 (  0.0%)   0.0202 (  0.2%)   0.0202 (  0.2%)  Dead Store Elimination
   0.0200 (  0.2%)   0.0000 (  0.0%)   0.0201 (  0.2%)   0.0201 (  0.2%)  Dead Store Elimination
   0.0200 (  0.2%)   0.0000 (  0.0%)   0.0200 (  0.2%)   0.0200 (  0.2%)  Dead Store Elimination
   0.0199 (  0.2%)   0.0000 (  0.0%)   0.0199 (  0.2%)   0.0199 (  0.2%)  Array out of bound check
   0.0199 (  0.2%)   0.0000 (  0.0%)   0.0199 (  0.2%)   0.0199 (  0.2%)  Dead Store Elimination
   0.0195 (  0.2%)   0.0003 (  0.1%)   0.0199 (  0.2%)   0.0199 (  0.2%)  Loop Invariant Code Motion
   0.0198 (  0.2%)   0.0000 (  0.0%)   0.0198 (  0.2%)   0.0198 (  0.2%)  Dead Store Elimination
   0.0198 (  0.2%)   0.0000 (  0.0%)   0.0198 (  0.2%)   0.0198 (  0.2%)  Loop Invariant Code Motion
   0.0198 (  0.2%)   0.0000 (  0.0%)   0.0198 (  0.2%)   0.0198 (  0.2%)  Array out of bound check
   0.0196 (  0.2%)   0.0000 (  0.0%)   0.0196 (  0.2%)   0.0196 (  0.2%)  Loop Invariant Code Motion
   0.0196 (  0.2%)   0.0000 (  0.0%)   0.0196 (  0.2%)   0.0196 (  0.2%)  Dead Store Elimination
   0.0189 (  0.2%)   0.0000 (  0.0%)   0.0189 (  0.2%)   0.0189 (  0.2%)  Interprocedural Sparse Conditional Constant Propagation
   0.0188 (  0.2%)   0.0000 (  0.0%)   0.0188 (  0.2%)   0.0188 (  0.2%)  Interprocedural Sparse Conditional Constant Propagation
   0.0176 (  0.1%)   0.0000 (  0.0%)   0.0176 (  0.1%)   0.0176 (  0.1%)  Undecay arrays
   0.0168 (  0.1%)   0.0000 (  0.0%)   0.0168 (  0.1%)   0.0168 (  0.1%)  Combine redundant instructions
   0.0162 (  0.1%)   0.0000 (  0.0%)   0.0162 (  0.1%)   0.0162 (  0.1%)  Jump Threading
   0.0154 (  0.1%)   0.0000 (  0.0%)   0.0154 (  0.1%)   0.0154 (  0.1%)  Dead Store Elimination
   0.0148 (  0.1%)   0.0000 (  0.0%)   0.0148 (  0.1%)   0.0147 (  0.1%)  Dead Store Elimination
   0.0145 (  0.1%)   0.0000 (  0.0%)   0.0146 (  0.1%)   0.0145 (  0.1%)  Dead Store Elimination
   0.0145 (  0.1%)   0.0000 (  0.0%)   0.0145 (  0.1%)   0.0145 (  0.1%)  Dead Store Elimination
   0.0145 (  0.1%)   0.0000 (  0.0%)   0.0145 (  0.1%)   0.0145 (  0.1%)  Dead Store Elimination
   0.0144 (  0.1%)   0.0000 (  0.0%)   0.0144 (  0.1%)   0.0144 (  0.1%)  Dead Store Elimination
   0.0144 (  0.1%)   0.0000 (  0.0%)   0.0144 (  0.1%)   0.0144 (  0.1%)  Dead Store Elimination
   0.0144 (  0.1%)   0.0000 (  0.0%)   0.0144 (  0.1%)   0.0144 (  0.1%)  Dead Store Elimination
   0.0144 (  0.1%)   0.0000 (  0.0%)   0.0144 (  0.1%)   0.0144 (  0.1%)  Lower HLS related loops
   0.0141 (  0.1%)   0.0000 (  0.0%)   0.0141 (  0.1%)   0.0141 (  0.1%)  Value Propagation
   0.0141 (  0.1%)   0.0000 (  0.0%)   0.0141 (  0.1%)   0.0141 (  0.1%)  Collect complexity metrics for FE reflow
   0.0131 (  0.1%)   0.0000 (  0.0%)   0.0131 (  0.1%)   0.0131 (  0.1%)   automatic function inline driven by performance to break up circuit dependence
   0.0129 (  0.1%)   0.0000 (  0.0%)   0.0129 (  0.1%)   0.0129 (  0.1%)  Struct object aggregation
   0.0128 (  0.1%)   0.0000 (  0.0%)   0.0128 (  0.1%)   0.0128 (  0.1%)   automatic function inline driven by performance to break up circuit dependence
   0.0123 (  0.1%)   0.0000 (  0.0%)   0.0123 (  0.1%)   0.0123 (  0.1%)  Merge accesses
   0.0118 (  0.1%)   0.0000 (  0.0%)   0.0118 (  0.1%)   0.0118 (  0.1%)  Combine redundant instructions
   0.0117 (  0.1%)   0.0000 (  0.0%)   0.0117 (  0.1%)   0.0117 (  0.1%)  Combine redundant instructions
   0.0116 (  0.1%)   0.0000 (  0.0%)   0.0116 (  0.1%)   0.0116 (  0.1%)  Value Propagation
   0.0114 (  0.1%)   0.0000 (  0.0%)   0.0114 (  0.1%)   0.0114 (  0.1%)  Induction Variable Simplification
   0.0113 (  0.1%)   0.0000 (  0.0%)   0.0113 (  0.1%)   0.0113 (  0.1%)  Induction Variable Simplification
   0.0109 (  0.1%)   0.0001 (  0.0%)   0.0111 (  0.1%)   0.0111 (  0.1%)  Combine redundant instructions
   0.0109 (  0.1%)   0.0000 (  0.0%)   0.0109 (  0.1%)   0.0109 (  0.1%)  AlignMemory - Align memory accesses
   0.0103 (  0.1%)   0.0000 (  0.0%)   0.0103 (  0.1%)   0.0103 (  0.1%)  Combine redundant instructions
   0.0101 (  0.1%)   0.0000 (  0.0%)   0.0101 (  0.1%)   0.0101 (  0.1%)  AlignMemory - Align memory accesses
   0.0099 (  0.1%)   0.0002 (  0.1%)   0.0101 (  0.1%)   0.0101 (  0.1%)  AlignMemory - Align memory accesses
   0.0100 (  0.1%)   0.0000 (  0.0%)   0.0100 (  0.1%)   0.0100 (  0.1%)  Combine redundant instructions
   0.0100 (  0.1%)   0.0000 (  0.0%)   0.0100 (  0.1%)   0.0100 (  0.1%)  Reflow pragma unroll loops
   0.0065 (  0.1%)   0.0034 (  1.0%)   0.0099 (  0.1%)   0.0099 (  0.1%)  AlignMemory - Align memory accesses
   0.0099 (  0.1%)   0.0000 (  0.0%)   0.0099 (  0.1%)   0.0099 (  0.1%)  Combine redundant instructions
   0.0098 (  0.1%)   0.0000 (  0.0%)   0.0098 (  0.1%)   0.0098 (  0.1%)  AlignMemory - Align memory accesses
   0.0087 (  0.1%)   0.0011 (  0.3%)   0.0098 (  0.1%)   0.0098 (  0.1%)  Combine redundant instructions
   0.0095 (  0.1%)   0.0002 (  0.1%)   0.0097 (  0.1%)   0.0097 (  0.1%)  Combine redundant instructions
   0.0097 (  0.1%)   0.0000 (  0.0%)   0.0097 (  0.1%)   0.0097 (  0.1%)  Reflow pragma unroll loops
   0.0096 (  0.1%)   0.0000 (  0.0%)   0.0096 (  0.1%)   0.0096 (  0.1%)  Reflow pragma unroll loops
   0.0096 (  0.1%)   0.0000 (  0.0%)   0.0096 (  0.1%)   0.0096 (  0.1%)  Combine redundant instructions
